venue,year,title,authors,tags,primary_area,source,forum_id,paper_page,keep_reason,hit_terms
ICML,2018,AutoPrognosis: Automated Clinical Prognostic Modeling via Bayesian Optimization with Structured Kernel Learning,Ahmed Alaa; Mihaela Schaar,clinical,,pmlr,,https://proceedings.mlr.press/v80/alaa18b.html,text_high_spec_focused,"clinical,prognostic,healthcare"
ICML,2019,A Multitask Multiple Kernel Learning Algorithm for Survival Analysis with Application to Cancer Biology,Onur Dereli; Ceyda Oğuz; Mehmet Gönen,"oncology,genomics,clinical",,pmlr,,https://proceedings.mlr.press/v97/dereli19a.html,title_strong_bio,"gene expression,gene,survival analysis,patients,cancer"
ICML,2018,Junction Tree Variational Autoencoder for Molecular Graph Generation,Wengong Jin; Regina Barzilay; Tommi Jaakkola,molecule,,pmlr,,https://proceedings.mlr.press/v80/jin18a.html,text_specialized,"molecules,smiles,molecule"
ICML,2018,MAGAN: Aligning Biological Manifolds,Matthew Amodio; Smita Krishnaswamy,"genomics,single_cell",,pmlr,,https://proceedings.mlr.press/v80/amodio18a.html,title_strong_bio,"single-cell,genomic,rna"
ICML,2018,Robust and Scalable Models of Microbiome Dynamics,Travis Gibson; Georg Gerber,clinical,,pmlr,,https://proceedings.mlr.press/v80/gibson18a.html,title_strong_bio,"drugs,diseases,patients,microbiome,microbial"
ICML,2020,Population-Based Black-Box Optimization for Biological Sequence Design,Christof Angermueller; David Belanger; Andreea Gane; Zelda Mariet; David Dohan; Kevin Murphy; Lucy Colwell; D Sculley,,,pmlr,,https://proceedings.mlr.press/v119/angermueller20a.html,title_strong_bio,
ICML,2019,Molecular Hypergraph Grammar with Its Application to Molecular Optimization,Hiroshi Kajino,molecule,,pmlr,,https://proceedings.mlr.press/v97/kajino19a.html,text_specialized,"molecules,molecule"
ICML,2020,Student-Teacher Curriculum Learning via Reinforcement Learning: Predicting Hospital Inpatient Admission Location,Rasheed El-Bouri; David Eyre; Peter Watkinson; Tingting Zhu; David Clifton,clinical,,pmlr,,https://proceedings.mlr.press/v119/el-bouri20a.html,text_specialized,"hospital,clinical,patients"
ICML,2020,On Validation and Planning of An Optimal Decision Rule with Application in Healthcare Studies,Hengrui Cai; Wenbin Lu; Rui Song,clinical,,pmlr,,https://proceedings.mlr.press/v119/cai20b.html,text_specialized,"healthcare,clinical"
ICML,2020,Learning to Navigate The Synthetically Accessible Chemical Space Using Reinforcement Learning,Sai Krishna Gottipati; Boris Sattarov; Sufeng Niu; Yashaswi Pathak; Haoran Wei; Shengchao Liu; Shengchao Liu; Simon Blackburn; Karam Thomas; Connor Coley; Jian Tang; Sarath Chandar; Yoshua Bengio,molecule,,pmlr,,https://proceedings.mlr.press/v119/gottipati20a.html,text_specialized,"drug,molecules"
ICML,2020,Hierarchical Generation of Molecular Graphs using Structural Motifs,Wengong Jin; Dr.Regina Barzilay; Tommi Jaakkola,molecule,,pmlr,,https://proceedings.mlr.press/v119/jin20a.html,text_specialized,"drug,molecules,molecule"
ICML,2020,Multi-Objective Molecule Generation using Interpretable Substructures,Wengong Jin; Dr.Regina Barzilay; Tommi Jaakkola,molecule,,pmlr,,https://proceedings.mlr.press/v119/jin20b.html,text_high_spec_focused,"molecule,drug,molecules"
ICML,2020,Temporal Phenotyping using Deep Predictive Clustering of Disease Progression,Changhee Lee; Mihaela Van Der Schaar,clinical,,pmlr,,https://proceedings.mlr.press/v119/lee20h.html,text_specialized,"disease,electronic health,patient"
ICML,2020,FACT: A Diagnostic for Group Fairness Trade-offs,Joon Sik Kim; Jiahao Chen; Ameet Talwalkar,clinical,,pmlr,,https://proceedings.mlr.press/v119/kim20a.html,text_specialized,diagnostic
ICML,2020,On Convergence-Diagnostic based Step Sizes for Stochastic Gradient Descent,Scott Pesme; Aymeric Dieuleveut; Nicolas Flammarion,clinical,,pmlr,,https://proceedings.mlr.press/v119/pesme20a.html,text_specialized,diagnostic
ICML,2020,Learning for Dose Allocation in Adaptive Clinical Trials with Safety Constraints,Cong Shen; Zhiyang Wang; Sofia Villar; Mihaela Van Der Schaar,clinical,,pmlr,,https://proceedings.mlr.press/v119/shen20d.html,text_high_spec_focused,"clinical,patients"
ICML,2020,Reinforcement Learning for Molecular Design Guided by Quantum Mechanics,Gregor Simm; Robert Pinsler; Jose Miguel Hernandez-Lobato,molecule,,pmlr,,https://proceedings.mlr.press/v119/simm20b.html,text_specialized,molecules
ICML,2020,Deep Molecular Programming: A Natural Implementation of Binary-Weight ReLU Neural Networks,Marko Vasic; Cameron Chalk; Sarfraz Khurshid; David Soloveichik,"immuno,genomics",,pmlr,,https://proceedings.mlr.press/v119/vasic20a.html,text_multi_group,"gene expression,gene,virus"
ICML,2020,"Graph-based, Self-Supervised Program Repair from Diagnostic Feedback",Michihiro Yasunaga; Percy Liang,clinical,,pmlr,,https://proceedings.mlr.press/v119/yasunaga20a.html,text_specialized,diagnostic
ICML,2021,Learning Queueing Policies for Organ Transplantation Allocation using Interpretable Counterfactual Survival Analysis,Jeroen Berrevoets; Ahmed Alaa; Zhaozhi Qian; James Jordon; Alexander E. S. Gimson; Mihaela van der Schaar,clinical,,pmlr,,https://proceedings.mlr.press/v139/berrevoets21a.html,text_specialized,"survival analysis,patients,patient"
ICML,2021,Fold2Seq: A Joint Sequence(1D)-Fold(3D) Embedding-based Generative Model for Protein Design,Yue Cao; Payel Das; Vijil Chenthamarakshan; Pin-Yu Chen; Igor Melnyk; Yang Shen,protein,,pmlr,,https://proceedings.mlr.press/v139/cao21a.html,text_high_spec_focused,protein
ICML,2021,Data augmentation for deep learning based accelerated MRI reconstruction with limited data,Zalan Fabian; Reinhard Heckel; Mahdi Soltanolkotabi,medical_imaging,,pmlr,,https://proceedings.mlr.press/v139/fabian21a.html,text_high_spec_focused,mri
ICML,2021,Neural Pharmacodynamic State Space Modeling,Zeshan M Hussain; Rahul G. Krishnan; David Sontag,"oncology,molecule,clinical",,pmlr,,https://proceedings.mlr.press/v139/hussain21a.html,text_specialized,"patient,disease,clinical,cancer"
ICML,2021,Disentangling syntax and semantics in the brain with deep networks,Charlotte Caucheteux; Alexandre Gramfort; Jean-Remi King,neuro,,pmlr,,https://proceedings.mlr.press/v139/caucheteux21a.html,text_high_spec_focused,"brain,fmri,cortical"
ICML,2021,"CLOCS: Contrastive Learning of Cardiac Signals Across Space, Time, and Patients",Dani Kiyasseh; Tingting Zhu; David A Clifton,clinical,,pmlr,,https://proceedings.mlr.press/v139/kiyasseh21a.html,text_specialized,"patients,healthcare,patient"
ICML,2021,SagaNet: A Small Sample Gated Network for Pediatric Cancer Diagnosis,Yuhan Liu; Shiliang Sun,"oncology,clinical",,pmlr,,https://proceedings.mlr.press/v139/liu21u.html,text_strong_hit,"diagnosis,cancer,tumor"
ICML,2021,Efficient Generative Modelling of Protein Structure Fragments using a Deep Markov Model,Christian B Thygesen; Christian Skjødt Steenmans; Ahmad Salim Al-Sibahi; Lys Sanz Moreta; Anders Bundgård Sørensen; Thomas Hamelryck,"protein,md_structbio",,pmlr,,https://proceedings.mlr.press/v139/thygesen21a.html,text_high_spec_focused,"protein,proteins"
ICML,2021,A Structured Observation Distribution for Generative Biological Sequence Prediction and Forecasting,Eli N Weinstein; Debora Marks,protein,,pmlr,,https://proceedings.mlr.press/v139/weinstein21a.html,title_strong_bio,"protein,pathogen"
ICML,2021,Neighborhood Contrastive Learning Applied to Online Patient Monitoring,Hugo Yèche; Gideon Dresdner; Francesco Locatello; Matthias Hüser; Gunnar Rätsch,clinical,,pmlr,,https://proceedings.mlr.press/v139/yeche21a.html,text_high_spec_focused,"patient,icu,patients"
ICML,2022,One-Pass Diversified Sampling with Application to Terabyte-Scale Genomic Sequence Streams,Benjamin Coleman; Benito Geordie; Li Chou; R. A. Leo Elworth; Todd Treangen; Anshumali Shrivastava,"protein,genomics",,pmlr,,https://proceedings.mlr.press/v162/coleman22a.html,text_strong_hit,"protein,genomic"
ICML,2022,Learning of Cluster-based Feature Importance for Electronic Health Record Time-series,Henrique Aguiar; Mauro Santos; Peter Watkinson; Tingting Zhu,clinical,,pmlr,,https://proceedings.mlr.press/v162/aguiar22a.html,title_strong_bio,"electronic health,ehr,disease"
ICML,2022,LIMO: Latent Inceptionism for Targeted Molecule Generation,Peter Eckmann; Kunyang Sun; Bo Zhao; Mudong Feng; Michael Gilson; Rose Yu,"protein,molecule,md_structbio",,pmlr,,https://proceedings.mlr.press/v162/eckmann22a.html,text_strong_hit,"proteins,protein,molecule,drug,molecules"
ICML,2022,Adversarially trained neural representations may already be as robust as corresponding biological neural representations,Chong Guo; Michael Lee; Guillaume Leclerc; Joel Dapello; Yug Rao; Aleksander Madry; James Dicarlo,"single_cell,neuro",,pmlr,,https://proceedings.mlr.press/v162/guo22d.html,title_strong_bio,brain
ICML,2022,Variational Mixtures of ODEs for Inferring Cellular Gene Expression Dynamics,Yichen Gu; David T Blaauw; Joshua Welch,"genomics,single_cell",,pmlr,,https://proceedings.mlr.press/v162/gu22a.html,title_strong_bio,"gene expression,cell type,cell state,gene"
ICML,2022,Equivariant Diffusion for Molecule Generation in 3D,Emiel Hoogeboom; Vı́ctor Garcia Satorras; Clément Vignac; Max Welling,molecule,,pmlr,,https://proceedings.mlr.press/v162/hoogeboom22a.html,text_high_spec_focused,"molecule,molecules"
ICML,2022,Learning inverse folding from millions of predicted structures,Chloe Hsu; Robert Verkuil; Jason Liu; Zeming Lin; Brian Hie; Tom Sercu; Adam Lerer; Alexander Rives,protein,,pmlr,,https://proceedings.mlr.press/v162/hsu22a.html,text_specialized,"protein,residues"
ICML,2022,Generating 3D Molecules for Target Protein Binding,Meng Liu; Youzhi Luo; Kanji Uchino; Koji Maruhashi; Shuiwang Ji,"protein,molecule",,pmlr,,https://proceedings.mlr.press/v162/liu22m.html,text_strong_hit,"protein,proteins,molecules,drug"
ICML,2022,3DLinker: An E(3) Equivariant Variational Autoencoder for Molecular Linker Design,Yinan Huang; Xingang Peng; Jianzhu Ma; Muhan Zhang,molecule,,pmlr,,https://proceedings.mlr.press/v162/huang22g.html,text_specialized,"drug,molecules"
ICML,2022,Antibody-Antigen Docking and Design via Hierarchical Structure Refinement,Wengong Jin; Dr.Regina Barzilay; Tommi Jaakkola,"immuno,protein,molecule",,pmlr,,https://proceedings.mlr.press/v162/jin22a.html,text_strong_hit,"antibody,residues,epitope,docking"
ICML,2022,Biological Sequence Design with GFlowNets,Moksh Jain; Emmanuel Bengio; Alex Hernandez-Garcia; Jarrid Rector-Brooks; Bonaventure F. P. Dossou; Chanakya Ajit Ekbote; Jie Fu; Tianyu Zhang; Michael Kilgour; Dinghuai Zhang; Lena Simine; Payel Das; Yoshua Bengio,"protein,molecule,genomics",,pmlr,,https://proceedings.mlr.press/v162/jain22a.html,title_strong_bio,"protein,peptide,molecule,dna,microbial"
ICML,2022,Path-Aware and Structure-Preserving Generation of Synthetically Accessible Molecules,Juhwan Noh; Dae-Woong Jeong; Kiyoung Kim; Sehui Han; Moontae Lee; Honglak Lee; Yousung Jung,molecule,,pmlr,,https://proceedings.mlr.press/v162/noh22a.html,text_specialized,molecules
ICML,2022,Tranception: Protein Fitness Prediction with Autoregressive Transformers and Inference-time Retrieval,Pascal Notin; Mafalda Dias; Jonathan Frazer; Javier Marchena-Hurtado; Aidan N Gomez; Debora Marks; Yarin Gal,"immuno,protein,clinical",,pmlr,,https://proceedings.mlr.press/v162/notin22a.html,text_strong_hit,"protein,proteins,disease,immune"
ICML,2022,"Neural Language Models are not Born Equal to Fit Brain Data, but Training Helps",Alexandre Pasquiou; Yair Lakretz; John T Hale; Bertrand Thirion; Christophe Pallier,neuro,,pmlr,,https://proceedings.mlr.press/v162/pasquiou22a.html,text_high_spec_focused,brain
ICML,2022,Proximal Exploration for Model-guided Protein Sequence Design,Zhizhou Ren; Jiahan Li; Fan Ding; Yuan Zhou; Jianzhu Ma; Jian Peng,protein,,pmlr,,https://proceedings.mlr.press/v162/ren22a.html,text_high_spec_focused,protein
ICML,2022,Pocket2Mol: Efficient Molecular Sampling Based on 3D Protein Pockets,Xingang Peng; Shitong Luo; Jiaqi Guan; Qi Xie; Jian Peng; Jianzhu Ma,"protein,molecule",,pmlr,,https://proceedings.mlr.press/v162/peng22b.html,text_strong_hit,"protein,drug,molecules"
ICML,2022,Dual Decomposition of Convex Optimization Layers for Consistent Attention in Medical Images,Tom Ron; Tamir Hazan,,,pmlr,,https://proceedings.mlr.press/v162/ron22a.html,title_strong_bio,medical image
ICML,2022,Accelerating Bayesian Optimization for Biological Sequence Design with Denoising Autoencoders,Samuel Stanton; Wesley Maddox; Nate Gruver; Phillip Maffettone; Emily Delaney; Peyton Greenside; Andrew Gordon Wilson,"protein,molecule",,pmlr,,https://proceedings.mlr.press/v162/stanton22a.html,title_strong_bio,"proteins,drug,molecule"
ICML,2022,3D Infomax improves GNNs for Molecular Property Prediction,Hannes Stärk; Dominique Beaini; Gabriele Corso; Prudencio Tossou; Christian Dallago; Stephan Günnemann; Pietro Lió,molecule,,pmlr,,https://proceedings.mlr.press/v162/stark22a.html,text_specialized,molecules
ICML,2022,EquiBind: Geometric Deep Learning for Drug Binding Structure Prediction,Hannes Stärk; Octavian Ganea; Lagnajit Pattanaik; Dr.Regina Barzilay; Tommi Jaakkola,"protein,molecule",,pmlr,,https://proceedings.mlr.press/v162/stark22b.html,text_specialized,"protein,drug,molecule,docking"
ICML,2022,Locally Sparse Neural Networks for Tabular Biomedical Data,Junchen Yang; Ofir Lindenbaum; Yuval Kluger,"genomics,clinical",,pmlr,,https://proceedings.mlr.press/v162/yang22i.html,text_strong_hit,"gene,survival analysis"
ICML,2022,Self-Supervised Models of Audio Effectively Explain Human Cortical Responses to Speech,Aditya R Vaidya; Shailee Jain; Alexander Huth,neuro,,pmlr,,https://proceedings.mlr.press/v162/vaidya22a.html,text_specialized,"cortical,brain,fmri"
ICML,2022,De novo mass spectrometry peptide sequencing with a transformer model,Melih Yilmaz; William Fondrie; Wout Bittremieux; Sewoong Oh; William S Noble,protein,,pmlr,,https://proceedings.mlr.press/v162/yilmaz22a.html,text_high_spec_focused,"peptide,protein,proteomics"
ICML,2023,A Kernelized Stein Discrepancy for Biological Sequences,Alan Nawzad Amin; Eli N Weinstein; Debora Susan Marks,,,pmlr,,https://proceedings.mlr.press/v202/amin23a.html,title_strong_bio,
ICML,2023,Dirichlet Diffusion Score Model for Biological Sequence Generation,Pavel Avdeyev; Chenlai Shi; Yuhao Tan; Kseniia Dudnyk; Jian Zhou,genomics,,pmlr,,https://proceedings.mlr.press/v202/avdeyev23a.html,title_strong_bio,"promoter,dna"
ICML,2023,Bidirectional Learning for Offline Model-based Biological Sequence Design,Can Chen; Yingxue Zhang; Xue Liu; Mark Coates,"protein,genomics",,pmlr,,https://proceedings.mlr.press/v202/chen23ao.html,title_strong_bio,"protein,dna"
ICML,2023,Fractional Denoising for 3D Molecular Pre-training,Shikun Feng; Yuyan Ni; Yanyan Lan; Zhi-Ming Ma; Wei-Ying Ma,"molecule,md_structbio",,pmlr,,https://proceedings.mlr.press/v202/feng23c.html,text_specialized,"drug,molecules,molecule,force field,conformation"
ICML,2023,Sliced-Wasserstein on Symmetric Positive Definite Matrices for M/EEG Signals,Clément Bonet; Benoı̂t Malézieux; Alain Rakotomamonjy; Lucas Drumetz; Thomas Moreau; Matthieu Kowalski; Nicolas Courty,neuro,,pmlr,,https://proceedings.mlr.press/v202/bonet23a.html,text_high_spec_focused,"eeg,brain,meg"
ICML,2023,Adaptive Identification of Populations with Treatment Benefit in Clinical Trials: Machine Learning Challenges and Solutions,Alicia Curth; Alihan Hüyük; Mihaela Van Der Schaar,clinical,,pmlr,,https://proceedings.mlr.press/v202/curth23a.html,text_high_spec_focused,"clinical,patient"
ICML,2023,ACAT: Adversarial Counterfactual Attention for Classification and Detection in Medical Imaging,Alessandro Fontanella; Antreas Antoniou; Wenwen Li; Joanna Wardlaw; Grant Mair; Emanuele Trucco; Amos Storkey,"medical_imaging,neuro",,pmlr,,https://proceedings.mlr.press/v202/fontanella23a.html,title_strong_bio,brain
ICML,2023,DecompDiff: Diffusion Models with Decomposed Priors for Structure-Based Drug Design,Jiaqi Guan; Xiangxin Zhou; Yuwei Yang; Yu Bao; Jian Peng; Jianzhu Ma; Qiang Liu; Liang Wang; Quanquan Gu,"molecule,md_structbio",,pmlr,,https://proceedings.mlr.press/v202/guan23a.html,title_strong_bio,"drug,ligands,ligand"
ICML,2023,Hierarchical Grammar-Induced Geometry for Data-Efficient Molecular Property Prediction,Minghao Guo; Veronika Thost; Samuel W Song; Adithya Balachandran; Payel Das; Jie Chen; Wojciech Matusik,molecule,,pmlr,,https://proceedings.mlr.press/v202/guo23h.html,text_specialized,"drug,molecules"
ICML,2023,Functional Neural Networks: Shift invariant models for functional data with applications to EEG classification,Florian Heinrichs; Mavin Heim; Corinna Weber,neuro,,pmlr,,https://proceedings.mlr.press/v202/heinrichs23a.html,text_high_spec_focused,eeg
ICML,2023,Biases in Evaluation of Molecular Optimization Methods and Bias Reduction Strategies,Hiroshi Kajino; Kohei Miyaguchi; Takayuki Osogami,molecule,,pmlr,,https://proceedings.mlr.press/v202/kajino23a.html,text_specialized,molecules
ICML,2023,SurProGenes: Survival Risk-Ordered Representation of Cancer Patients and Genes for the Identification of Prognostic Genes,Junetae Kim; Kyoungsuk Park; Hanseok Jeong; Youngwook Kim; Jeongseon Kim; Sun-Young Kim,"oncology,genomics,clinical",,pmlr,,https://proceedings.mlr.press/v202/kim23s.html,text_strong_hit,"genes,genomics,gene,patients,prognostic,patient,cancer"
ICML,2023,Rigid Body Flows for Sampling Molecular Crystal Structures,Jonas Köhler; Michele Invernizzi; Pim De Haan; Frank Noe,"molecule,md_structbio",,pmlr,,https://proceedings.mlr.press/v202/kohler23a.html,text_specialized,molecules
ICML,2023,Drug Discovery under Covariate Shift with Domain-Informed Prior Distributions over Functions,Leo Klarner; Tim G. J. Rudner; Michael Reutlinger; Torsten Schindler; Garrett M Morris; Charlotte Deane; Yee Whye Teh,molecule,,pmlr,,https://proceedings.mlr.press/v202/klarner23a.html,text_specialized,drug
ICML,2023,End-to-End Full-Atom Antibody Design,Xiangzhe Kong; Wenbing Huang; Yang Liu,"immuno,protein",,pmlr,,https://proceedings.mlr.press/v202/kong23c.html,text_specialized,"antibody,epitope,protein"
ICML,2023,Conditional Graph Information Bottleneck for Molecular Relational Learning,Namkyeong Lee; Dongmin Hyun; Gyoung S. Na; Sungwon Kim; Junseok Lee; Chanyoung Park,molecule,,pmlr,,https://proceedings.mlr.press/v202/lee23e.html,text_specialized,"molecule,molecules"
ICML,2023,Exploring Chemical Space with Score-based Out-of-distribution Generation,Seul Lee; Jaehyeong Jo; Sung Ju Hwang,"protein,molecule",,pmlr,,https://proceedings.mlr.press/v202/lee23f.html,text_specialized,"protein,molecules,drug,drugs"
ICML,2023,"Generating Novel, Designable, and Diverse Protein Structures by Equivariantly Diffusing Oriented Residue Clouds",Yeqing Lin; Mohammed Alquraishi,protein,,pmlr,,https://proceedings.mlr.press/v202/lin23a.html,text_high_spec_focused,"protein,residue,proteins"
ICML,2023,A Group Symmetric Stochastic Differential Equation Model for Molecule Multi-modal Pretraining,Shengchao Liu; Weitao Du; Zhi-Ming Ma; Hongyu Guo; Jian Tang,molecule,,pmlr,,https://proceedings.mlr.press/v202/liu23h.html,text_high_spec_focused,"molecule,drug,molecules"
ICML,2023,FusionRetro: Molecule Representation Fusion via In-Context Learning for Retrosynthetic Planning,Songtao Liu; Zhengkai Tu; Minkai Xu; Zuobai Zhang; Lu Lin; Rex Ying; Jian Tang; Peilin Zhao; Dinghao Wu,molecule,,pmlr,,https://proceedings.mlr.press/v202/liu23ah.html,text_high_spec_focused,"molecule,molecules"
ICML,2023,DiscoBAX: Discovery of optimal intervention sets in genomic experiment design,Clare Lyle; Arash Mehrjou; Pascal Notin; Andrew Jesson; Stefan Bauer; Yarin Gal; Patrick Schwab,"genomics,single_cell,clinical",,pmlr,,https://proceedings.mlr.press/v202/lyle23a.html,text_strong_hit,"genomic,genes,disease"
ICML,2023,Reprogramming Pretrained Language Models for Antibody Sequence Infilling,Igor Melnyk; Vijil Chenthamarakshan; Pin-Yu Chen; Payel Das; Amit Dhurandhar; Inkit Padhi; Devleena Das,"immuno,protein,molecule",,pmlr,,https://proceedings.mlr.press/v202/melnyk23a.html,text_multi_group,"antibody,antibodies,protein,molecules,virus"
ICML,2023,MolDiff: Addressing the Atom-Bond Inconsistency Problem in 3D Molecule Diffusion Generation,Xingang Peng; Jiaqi Guan; Qiang Liu; Jianzhu Ma,molecule,,pmlr,,https://proceedings.mlr.press/v202/peng23b.html,text_high_spec_focused,"molecule,molecules"
ICML,2023,Enhancing Activity Prediction Models in Drug Discovery with the Ability to Understand Human Language,Philipp Seidl; Andreu Vall; Sepp Hochreiter; Günter Klambauer,molecule,,pmlr,,https://proceedings.mlr.press/v202/seidl23a.html,text_specialized,drug
ICML,2023,Sequential Multi-Dimensional Self-Supervised Learning for Clinical Time Series,Aniruddh Raghu; Payal Chandak; Ridwan Alam; John Guttag; Collin Stultz,clinical,,pmlr,,https://proceedings.mlr.press/v202/raghu23a.html,text_high_spec_focused,"clinical,patient"
ICML,2023,Von Mises Mixture Distributions for Molecular Conformation Generation,Kirk Swanson; Jake Lawrence Williams; Eric M Jonas,"molecule,md_structbio",,pmlr,,https://proceedings.mlr.press/v202/swanson23a.html,text_specialized,"molecules,conformation,conformations"
ICML,2023,Importance Weighted Expectation-Maximization for Protein Sequence Design,Zhenqiao Song; Lei Li,protein,,pmlr,,https://proceedings.mlr.press/v202/song23g.html,text_high_spec_focused,protein
ICML,2023,Coarse-to-Fine: a Hierarchical Diffusion Model for Molecule Generation in 3D,Bo Qiang; Yuxuan Song; Minkai Xu; Jingjing Gong; Bowen Gao; Hao Zhou; Wei-Ying Ma; Yanyan Lan,molecule,,pmlr,,https://proceedings.mlr.press/v202/qiang23a.html,text_high_spec_focused,"molecule,drug,molecules"
ICML,2023,AbODE: Ab initio antibody design using conjoined ODEs,Yogesh Verma; Markus Heinonen; Vikas Garg,"immuno,protein,molecule",,pmlr,,https://proceedings.mlr.press/v202/verma23a.html,text_multi_group,"antibody,antibodies,proteins,docking,immune,vaccine"
ICML,2023,Quantum 3D Graph Learning with Applications to Molecule Embedding,Ge Yan; Huaijin Wu; Junchi Yan,molecule,,pmlr,,https://proceedings.mlr.press/v202/yan23e.html,text_high_spec_focused,"molecule,molecules"
ICML,2023,Chemically Transferable Generative Backmapping of Coarse-Grained Proteins,Soojung Yang; Rafael Gomez-Bombarelli,protein,,pmlr,,https://proceedings.mlr.press/v202/yang23e.html,text_specialized,"proteins,protein"
ICML,2023,Geometric Latent Diffusion Models for 3D Molecule Generation,Minkai Xu; Alexander S Powers; Ron O. Dror; Stefano Ermon; Jure Leskovec,molecule,,pmlr,,https://proceedings.mlr.press/v202/xu23n.html,text_high_spec_focused,molecule
ICML,2023,Proper Scoring Rules for Survival Analysis,Hiroki Yanagisawa,clinical,,pmlr,,https://proceedings.mlr.press/v202/yanagisawa23a.html,text_specialized,survival analysis
ICML,2023,ProtST: Multi-Modality Learning of Protein Sequences and Biomedical Texts,Minghao Xu; Xinyu Yuan; Santiago Miret; Jian Tang,protein,,pmlr,,https://proceedings.mlr.press/v202/xu23t.html,text_high_spec_focused,"protein,proteins"
ICML,2023,Improving Medical Predictions by Irregular Multimodal Electronic Health Records Modeling,Xinlu Zhang; Shiyang Li; Zhiyu Chen; Xifeng Yan; Linda Ruth Petzold,clinical,,pmlr,,https://proceedings.mlr.press/v202/zhang23v.html,title_strong_bio,"electronic health,patients,clinical"
ICML,2023,Learning Subpocket Prototypes for Generalizable Structure-based Drug Design,Zaixi Zhang; Qi Liu,"protein,molecule",,pmlr,,https://proceedings.mlr.press/v202/zhang23z.html,title_strong_bio,"proteins,protein,drug,molecules,ligand"
ICML,2023,SE(3) diffusion model with application to protein backbone generation,Jason Yim; Brian L. Trippe; Valentin De Bortoli; Emile Mathieu; Arnaud Doucet; Regina Barzilay; Tommi Jaakkola,protein,,pmlr,,https://proceedings.mlr.press/v202/yim23a.html,text_high_spec_focused,protein
ICML,2023,Structure-informed Language Models Are Protein Designers,Zaixiang Zheng; Yifan Deng; Dongyu Xue; Yi Zhou; Fei Ye; Quanquan Gu,protein,,pmlr,,https://proceedings.mlr.press/v202/zheng23a.html,text_high_spec_focused,"protein,proteins,antibodies"
ICML,2023,Evidential Interactive Learning for Medical Image Captioning,Ervine Zheng; Qi Yu,,,pmlr,,https://proceedings.mlr.press/v202/zheng23g.html,title_strong_bio,medical image
NeurIPS,2010,Categories and Functional Units: An Infinite Hierarchical Model for Brain Activations,Danial Lashkari; Ramesh Sridharan; Polina Golland,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/3dc4876f3f08201c7c76cb71fa1da439-Abstract.html,text_high_spec_focused,"brain,fmri"
NeurIPS,2010,Deciphering subsampled data: adaptive compressive sampling as a principle of brain communication,Guy Isely; Christopher Hillar; Fritz Sommer,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/a0160709701140704575d499c997b6ca-Abstract.html,text_high_spec_focused,brain
NeurIPS,2010,Identifying Patients at Risk of Major Adverse Cardiovascular Events Using Symbolic Mismatch,Zeeshan Syed; John V. Guttag,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/6f3ef77ac0e3619e98159e9b6febf557-Abstract.html,text_specialized,"patients,disease,patient"
NeurIPS,2010,A biologically plausible network for the computation of orientation dominance,Kritika Muralidharan; Nuno Vasconcelos,,,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/8c235f89a8143a28a1d6067e959dd858-Abstract.html,title_strong_bio,
NeurIPS,2010,Infinite Relational Modeling of Functional Connectivity in Resting State fMRI,Morten Mørup; Kristoffer Madsen; Anne-marie Dogonowski; Hartwig Siebner; Lars K. Hansen,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/68a83eeb494a308fe5295da69428a507-Abstract.html,text_high_spec_focused,"fmri,brain"
NeurIPS,2010,Functional Geometry Alignment and Localization of Brain Areas,Georg Langs; Yanmei Tie; Laura Rigolo; Alexandra Golby; Polina Golland,"clinical,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/35f4a8d465e6e1edc05f3d8ab658c551-Abstract.html,text_strong_hit,"patients,brain,fmri,brains"
NeurIPS,2010,Sparse Instrumental Variables (SPIV) for Genome-Wide Studies,Paul Mckeigue; Jon Krohn; Amos J. Storkey; Felix V. Agakov,"genomics,clinical",,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/4476b929e30dd0c4e8bdbcc82c6ba23a-Abstract.html,text_strong_hit,"genome,gene,transcript,clinical"
NeurIPS,2010,Active Learning Applied to Patient-Adaptive Heartbeat Classification,Jenna Wiens; John V. Guttag,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/d93ed5b6db83be78efb0d05ae420158e-Abstract.html,text_high_spec_focused,"patient,patients"
NeurIPS,2010,Brain covariance selection: better individual functional connectivity models using population prior,Gael Varoquaux; Alexandre Gramfort; Jean-baptiste Poline; Bertrand Thirion,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/db576a7d2453575f29eab4bac787b919-Abstract.html,text_high_spec_focused,"brain,neuroimaging,fmri"
NeurIPS,2010,Spatial and anatomical regularization of SVM for brain image analysis,Remi Cuingnet; Marie Chupin; Habib Benali; Olivier Colliot,"clinical,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2010/hash/eecca5b6365d9607ee5a9d336962c534-Abstract.html,text_strong_hit,"patients,disease,brain,cortical"
