venue,year,title,authors,tags,primary_area,source,forum_id,paper_page,keep_reason,hit_terms
ICLR,2021,Conditional Generative Modeling for De Novo Hierarchical Multi-Label Functional Protein Design,Tim Kucera; Karsten Michael Borgwardt; Matteo Togninalli; Laetitia Papaxanthos,"protein,genomics",,openreview_v1,eHg0cXYigrT,https://openreview.net/forum?id=eHg0cXYigrT,text_strong_hit,"protein,proteins,gene"
ICLR,2021,Improving Generalizability of Protein Sequence Models via Data Augmentations,Hongyu Shen; Layne C. Price; Mohammad Taha Bahadori; Franziska Seeger,protein,,openreview_v1,Kkw3shxszSd,https://openreview.net/forum?id=Kkw3shxszSd,text_high_spec_focused,protein
ICLR,2021,BERTology Meets Biology: Interpreting Attention in Protein Language Models,Jesse Vig; Ali Madani; Lav R. Varshney; Caiming Xiong; richard socher; Nazneen Rajani,protein,,openreview_v1,YWtLZvLmud7,https://openreview.net/forum?id=YWtLZvLmud7,title_strong_bio,"protein,proteins"
ICLR,2021,Intrinsic-Extrinsic Convolution and Pooling for Learning on 3D Protein Structures,Pedro Hermosilla; Marco Schäfer; Matej Lang; Gloria Fackelmann; Pere-Pau Vázquez; Barbora Kozlikova; Michael Krone; Tobias Ritschel; Timo Ropinski,protein,,openreview_v1,l0mSUROpwY,https://openreview.net/forum?id=l0mSUROpwY,text_high_spec_focused,"protein,proteins"
ICLR,2021,Single Layers of Attention Suffice to Predict Protein Contacts,Nick Bhattacharya; Neil Thomas; Roshan Rao; Justas Daupras; Peter K Koo; David Baker; Yun S. Song; Sergey Ovchinnikov,protein,,openreview_v1,oVz-YWdiMjt,https://openreview.net/forum?id=oVz-YWdiMjt,text_high_spec_focused,"protein,proteins"
ICLR,2021,Deep Learning Proteins using a Triplet-BERT network,Mark Lennox; Neil M. Robertson; Barry Devereux,protein,,openreview_v1,hga6dk7nxFB,https://openreview.net/forum?id=hga6dk7nxFB,text_specialized,"proteins,protein,proteomics"
ICLR,2021,Neural Potts Model,Tom Sercu; Robert Verkuil; Joshua Meier; Brandon Amos; Zeming Lin; Caroline Chen; Jason Liu; Yann LeCun; Alexander Rives,protein,,openreview_v1,U6Xpa5R-E1,https://openreview.net/forum?id=U6Xpa5R-E1,text_specialized,"protein,proteins"
ICLR,2021,ProGAE: A Geometric Autoencoder-based Generative Model for  Disentangling Protein Conformational Space,Norman Joseph Tatro; Payel Das; Pin-Yu Chen; Vijil Chenthamarakshan; Rongjie Lai,"protein,molecule,md_structbio",,openreview_v1,LxhlyKH6VP,https://openreview.net/forum?id=LxhlyKH6VP,text_strong_hit,"protein,ligand,drug,molecules"
ICLR,2021,Modelling Drug-Target Binding Affinity using a BERT based Graph Neural network,Mark Lennox; Neil M. Robertson; Barry Devereux,"protein,molecule,clinical",,openreview_v1,Zqf6RGp5lqf,https://openreview.net/forum?id=Zqf6RGp5lqf,text_multi_group,"proteins,protein,drug,drugs,disease"
ICLR,2021,Fold2Seq: A Joint Sequence(1D)-Fold(3D) Embedding-based Generative Model for Protein Design,Yue Cao; Payel Das; Pin-Yu Chen; Vijil Chenthamarakshan; Igor Melnyk; Yang Shen,protein,,openreview_v1,1-Mh-cWROZ,https://openreview.net/forum?id=1-Mh-cWROZ,text_high_spec_focused,protein
ICLR,2021,RNA Alternative Splicing Prediction with Discrete Compositional Energy Network,Alvin Chan; Anna Korsakova; Yew-Soon Ong; Fernaldo Richtia Winnerdy; Kah Wai Lim; Anh Tuan Phan,"protein,genomics,clinical",,openreview_v1,BL4FZG2bCR7,https://openreview.net/forum?id=BL4FZG2bCR7,text_multi_group,"protein,proteins,rna,gene,transcript,diseases"
ICLR,2021,Rethinking Attention with Performers,Krzysztof Marcin Choromanski; Valerii Likhosherstov; David Dohan; Xingyou Song; Andreea Gane; Tamas Sarlos; Peter Hawkins; Jared Quincy Davis; Afroz Mohiuddin; Lukasz Kaiser; David Benjamin Belanger; Lucy J Colwell; Adrian Weller,protein,,openreview_v1,Ua6zuk0WRH,https://openreview.net/forum?id=Ua6zuk0WRH,text_specialized,protein
ICLR,2021,Enforcing Predictive Invariance across Structured Biomedical Domains,Wengong Jin; Regina Barzilay; Tommi S. Jaakkola,"protein,single_cell",,openreview_v1,JywMsiz_NtO,https://openreview.net/forum?id=JywMsiz_NtO,text_high_spec_focused,protein
ICLR,2021,Bayesian Learning to Optimize: Quantifying the Optimizer Uncertainty,Yue Cao; Tianlong Chen; Zhangyang Wang; Yang Shen,"protein,md_structbio",,openreview_v1,4artD3N3xB0,https://openreview.net/forum?id=4artD3N3xB0,text_specialized,protein
ICLR,2021,Higher-order Structure Prediction in Evolving Graph Simplicial Complexes,Manohar Kaul; Masaaki Imaizumi,protein,,openreview_v1,QSMvGB5j5-,https://openreview.net/forum?id=QSMvGB5j5-,text_specialized,protein
ICLR,2021,Neural representation and generation for RNA secondary structures,Zichao Yan; William L. Hamilton; Mathieu Blanchette,"protein,molecule,genomics",,openreview_v1,snOgiCYZgJ7,https://openreview.net/forum?id=snOgiCYZgJ7,text_multi_group,"proteins,protein,drug,molecules,rna"
ICLR,2021,Prediction of Enzyme Specificity using Protein Graph Convolutional Neural Networks,Changpeng Lu; Samuel Z Stentz; Joseph H Lubin; Sijian Wang; Sagar D Khare,"immuno,protein,clinical",,openreview_v1,8mVSD0ETOXl,https://openreview.net/forum?id=8mVSD0ETOXl,text_strong_hit,"enzyme,protein,proteins,disease,virus"
ICLR,2021,Transformer protein language models are unsupervised structure learners,Roshan Rao; Joshua Meier; Tom Sercu; Sergey Ovchinnikov; Alexander Rives,protein,,openreview_v1,fylclEqgvgd,https://openreview.net/forum?id=fylclEqgvgd,text_high_spec_focused,"protein,proteins"
ICLR,2021,Learning from Protein Structure with Geometric Vector Perceptrons,Bowen Jing; Stephan Eismann; Patricia Suriana; Raphael John Lamarre Townshend; Ron Dror,protein,,openreview_v1,1YLJDvSx6J4,https://openreview.net/forum?id=1YLJDvSx6J4,text_high_spec_focused,"protein,proteins"
ICLR,2021,Symmetry-Aware Actor-Critic for 3D Molecular Design,Gregor N. C. Simm; Robert Pinsler; Gábor Csányi; José Miguel Hernández-Lobato,molecule,,openreview_v1,jEYKjPE1xYN,https://openreview.net/forum?id=jEYKjPE1xYN,text_specialized,molecules
ICLR,2021,Deep Evolutionary Learning for Molecular Design,Yifeng Li; Hsu Kiang Ooi; Alain Tchagang,molecule,,openreview_v1,Fo6S5-3Dx_,https://openreview.net/forum?id=Fo6S5-3Dx_,text_specialized,drug
ICLR,2021,Molecule Optimization by Explainable Evolution,Binghong Chen; Tianzhe Wang; Chengtao Li; Hanjun Dai; Le Song,molecule,,openreview_v1,jHefDGsorp5,https://openreview.net/forum?id=jHefDGsorp5,text_high_spec_focused,"molecule,molecules,drug"
ICLR,2021,Conformation-Guided Molecular Representation with Hamiltonian Neural Networks,Ziyao Li; Shuwen Yang; Guojie Song; Lingsheng Cai,"molecule,md_structbio",,openreview_v1,q-cnWaaoUTH,https://openreview.net/forum?id=q-cnWaaoUTH,text_specialized,"molecules,molecule,conformation,conformations"
ICLR,2021,Maximum Reward Formulation In Reinforcement Learning,SaiKrishna Gottipati; Yashaswi Pathak; Rohan Nuttall; . Sahir; Raviteja Chunduru; Ahmed Touati; Sriram Ganapathi Subramanian; Matthew E. Taylor; Sarath Chandar,molecule,,openreview_v1,BnokSKnhC7F,https://openreview.net/forum?id=BnokSKnhC7F,text_specialized,"drug,molecules,molecule"
ICLR,2021,RetCL: A Selection-based Approach for Retrosynthesis via Contrastive Learning,Hankook Lee; Sungsoo Ahn; Seung-Woo Seo; You Young Song; Eunho Yang; Sung Ju Hwang; Jinwoo Shin,molecule,,openreview_v1,3u3ny6UYmjy,https://openreview.net/forum?id=3u3ny6UYmjy,text_specialized,"molecules,molecule"
ICLR,2021,PolyRetro: Few-shot Polymer Retrosynthesis via Domain Adaptation,Binghong Chen; Chengtao Li; Hanjun Dai; Rampi Ramprasad; Le Song,molecule,,openreview_v1,JHx9ZDCQEA,https://openreview.net/forum?id=JHx9ZDCQEA,text_specialized,"molecules,small molecule"
ICLR,2021,MARS: Markov Molecular Sampling for Multi-objective Drug Discovery,Yutong Xie; Chence Shi; Hao Zhou; Yuwei Yang; Weinan Zhang; Yong Yu; Lei Li,molecule,,openreview_v1,kHSu4ebxFXY,https://openreview.net/forum?id=kHSu4ebxFXY,text_specialized,"drug,molecules,molecule"
ICLR,2021,Motif-Driven Contrastive Learning of Graph Representations,Shichang Zhang; Ziniu Hu; Arjun Subramonian; Yizhou Sun,molecule,,openreview_v1,qcKh_Msv1GP,https://openreview.net/forum?id=qcKh_Msv1GP,text_specialized,molecule
ICLR,2021,Energy-based View of Retrosynthesis,Ruoxi Sun; Hanjun Dai; Li Li; Steven Kearnes; Bo Dai,molecule,,openreview_v1,0Hj3tFCSjUd,https://openreview.net/forum?id=0Hj3tFCSjUd,text_specialized,"molecule,drug"
ICLR,2021,Cross-Domain Few-Shot Learning by Representation Fusion,Thomas Adler; Johannes Brandstetter; Michael Widrich; Andreas Mayr; David Kreil; Michael K Kopp; Günter Klambauer; Sepp Hochreiter,molecule,,openreview_v1,w5bNwUzj33,https://openreview.net/forum?id=w5bNwUzj33,text_specialized,"drug,molecules,drugs"
ICLR,2021,Grid cell modeling with mapping representation of self-motion for path integration,Anonymous,neuro,,openreview_v1,vUe3AjTrD1,https://openreview.net/forum?id=vUe3AjTrD1,text_specialized,"cortex,neuronal"
ICLR,2021,Factorized linear discriminant analysis for phenotype-guided representation learning of neuronal gene expression data,Mu Qiao; Markus Meister,"genomics,single_cell",,openreview_v1,SncSswKUse,https://openreview.net/forum?id=SncSswKUse,title_strong_bio,"gene expression,single-cell,gene,genes,rna,neuronal"
ICLR,2021,Mixture Representation Learning with Coupled Autoencoding Agents,Yeganeh Marghi; Rohan Gala; Uygar Sümbül,"genomics,single_cell,neuro",,openreview_v1,GjqcL-v0J2A,https://openreview.net/forum?id=GjqcL-v0J2A,text_multi_group,"single-cell,gene expression,genes,gene,cortical"
ICLR,2021,FsNet: Feature Selection Network on High-dimensional Biological Data ,Dinesh Singh; Hector Clemente; Mathis Petrovich; Eiryo Kawakami; Makoto Yamada,genomics,,openreview_v1,PvZqCDCen_E,https://openreview.net/forum?id=PvZqCDCen_E,title_strong_bio,"gene expression,gene"
ICLR,2021,Learning perturbation sets for robust machine learning,Eric Wong; J Zico Kolter,single_cell,,openreview_v1,MIDckA56aD,https://openreview.net/forum?id=MIDckA56aD,text_specialized,perturbation
ICLR,2021,ADD-Defense: Towards Defending Widespread Adversarial Examples via Perturbation-Invariant Representation,Dawei Zhou; Tongliang Liu; Bo Han; Nannan Wang; Xinbo Gao,"single_cell,neuro",,openreview_v1,I8nahMfPixC,https://openreview.net/forum?id=I8nahMfPixC,text_specialized,"perturbation,brain"
ICLR,2021,Perturbation Type Categorization for Multiple $\ell_p$ Bounded Adversarial Robustness,Pratyush Maini; Xinyun Chen; Bo Li; Dawn Song,single_cell,,openreview_v1,Oe2XI-Aft-k,https://openreview.net/forum?id=Oe2XI-Aft-k,text_specialized,perturbation
ICLR,2021,Indirect Supervision to Mitigate Perturbations,Mayank Kumar Kundalwal; Azad Singh; Deepak Mishra,"single_cell,medical_imaging",,openreview_v1,ANednkwrr8s,https://openreview.net/forum?id=ANednkwrr8s,text_specialized,"perturbation,medical image"
ICLR,2021,Composite Adversarial Training for Multiple Adversarial Perturbations and Beyond,Xinyang Zhang; Zheng Zhang; Ting Wang,single_cell,,openreview_v1,H92-E4kFwbR,https://openreview.net/forum?id=H92-E4kFwbR,text_specialized,perturbation
ICLR,2021,Towards Counteracting Adversarial Perturbations to Resist Adversarial Examples,Haimin ZHANG; Min Xu,single_cell,,openreview_v1,cL4wkyoxyDJ,https://openreview.net/forum?id=cL4wkyoxyDJ,text_specialized,perturbation
ICLR,2021,Towards Defending Multiple Adversarial Perturbations via Gated Batch Normalization,Aishan Liu; Shiyu Tang; Xianglong Liu; Xinyun Chen; Lei Huang; Zhuozhuo Tu; Dawn Song; Dacheng Tao,single_cell,,openreview_v1,Utc4Yd1RD_s,https://openreview.net/forum?id=Utc4Yd1RD_s,text_specialized,perturbation
ICLR,2021,Exploring Transferability of Perturbations in Deep Reinforcement Learning,Ezgi Korkmaz,single_cell,,openreview_v1,inBTt_wSv0,https://openreview.net/forum?id=inBTt_wSv0,text_specialized,perturbation
ICLR,2021,Formalizing Generalization and Robustness of Neural Networks to Weight Perturbations,Yu-Lin Tsai; Chia-Yi Hsu; Chia-Mu Yu; Pin-Yu Chen,single_cell,,openreview_v1,cuDFRRANJ-5,https://openreview.net/forum?id=cuDFRRANJ-5,text_specialized,perturbation
ICLR,2021,Learning Contextual Perturbation Budgets for Training Robust Neural Networks,Jing Xu; Zhouxing Shi; Huan Zhang; Jinfeng Yi; Cho-Jui Hsieh; Liwei Wang,single_cell,,openreview_v1,bi7nTZy4QmH,https://openreview.net/forum?id=bi7nTZy4QmH,text_specialized,perturbation
ICLR,2021,Deep Learning with Data Privacy via Residual Perturbation,Wenqi Tao; Huaming Ling; Zuoqiang Shi; Bao Wang,single_cell,,openreview_v1,eNSpdJeR_J,https://openreview.net/forum?id=eNSpdJeR_J,text_specialized,perturbation
ICLR,2021,Towards Robustness against Unsuspicious Adversarial Examples,Liang Tong; Minzhe Guo; Atul Prakash; Yevgeniy Vorobeychik,single_cell,,openreview_v1,sfy1DGc54-M,https://openreview.net/forum?id=sfy1DGc54-M,text_specialized,perturbation
ICLR,2021,Meta Adversarial Training,Jan Hendrik Metzen; Nicole Finnie; Robin Hutmacher,single_cell,,openreview_v1,ZpS34ymonwE,https://openreview.net/forum?id=ZpS34ymonwE,text_specialized,perturbation
ICLR,2021,Almost Tight L0-norm Certified Robustness of Top-k Predictions against Adversarial Perturbations,Jinyuan Jia; Binghui Wang; Xiaoyu Cao; Hongbin Liu; Neil Zhenqiang Gong,single_cell,,openreview_v1,iOVomQW073,https://openreview.net/forum?id=iOVomQW073,text_specialized,perturbation
ICLR,2021,Stabilized Medical Image Attacks,Gege Qi; Lijun GONG; Yibing Song; Kai Ma; Yefeng Zheng,"single_cell,medical_imaging,clinical",,openreview_v1,QfTXQiGYudJ,https://openreview.net/forum?id=QfTXQiGYudJ,title_strong_bio,"perturbation,medical image,disease,diagnosis,healthcare"
ICLR,2021,Do not Let Privacy Overbill Utility:  Gradient Embedding Perturbation for Private Learning,Da Yu; Huishuai Zhang; Wei Chen; Tie-Yan Liu,single_cell,,openreview_v1,7aogOj_VYO0,https://openreview.net/forum?id=7aogOj_VYO0,text_specialized,perturbation
ICLR,2021,Decoy-enhanced Saliency Maps ,Yang Young Lu; Wenbo Guo; Xinyu Xing; William Noble,single_cell,,openreview_v1,4cC0HFuVd2d,https://openreview.net/forum?id=4cC0HFuVd2d,text_specialized,perturbation
ICLR,2021,Towards Robustness Against Natural Language Word Substitutions,Xinshuai Dong; Anh Tuan Luu; Rongrong Ji; Hong Liu,single_cell,,openreview_v1,ks5nebunVn_,https://openreview.net/forum?id=ks5nebunVn_,text_specialized,perturbation
ICLR,2021,Better sampling in explanation methods can prevent dieselgate-like deception,Domen Vreš; Marko Robnik Šikonja,single_cell,,openreview_v1,s0Chrsstpv2,https://openreview.net/forum?id=s0Chrsstpv2,text_specialized,perturbation
ICLR,2021,Bounded Myopic Adversaries for Deep Reinforcement Learning Agents,Ezgi Korkmaz; Henrik Sandberg; Gyorgy Dan,single_cell,,openreview_v1,Ew0zR07CYRd,https://openreview.net/forum?id=Ew0zR07CYRd,text_specialized,perturbation
ICLR,2021,Accurate and fast detection of copy number variations from short-read whole-genome sequencing with deep convolutional neural network,Jiajin Li; Stephen Hwang; Luke Zhang; Jae Hoon Sul,"genomics,clinical",,openreview_v1,24-DxeAe2af,https://openreview.net/forum?id=24-DxeAe2af,text_strong_hit,"genome,dna,diseases"
ICLR,2021,Towards end-to-end disease prediction from raw metagenomic data,Anonymous,"genomics,clinical",,openreview_v1,IT2s2Ub6skl,https://openreview.net/forum?id=IT2s2Ub6skl,text_multi_group,"dna,genomic,genes,disease,diseases,patients,microbiome"
ICLR,2021,Multi-resolution modeling of a discrete stochastic process identifies causes of cancer,Adam Uri Yaari; Maxwell Sherman; Oliver Clarke Priebe; Po-Ru Loh; Boris Katz; Andrei Barbu; Bonnie Berger,"oncology,genomics",,openreview_v1,KtH8W3S_RE,https://openreview.net/forum?id=KtH8W3S_RE,text_strong_hit,"genome,epigenetic,genomic,cancer,tumor"
ICLR,2021,Discriminative Cross-Modal Data Augmentation for Medical Imaging Applications,Yue Yang; Pengtao Xie,,,openreview_v1,jDIWFyftpQh,https://openreview.net/forum?id=jDIWFyftpQh,title_strong_bio,medical image
ICLR,2021,Contrastive Learning of Medical Visual Representations from Paired Images and Text,Yuhao Zhang; Hang Jiang; Yasuhide Miura; Christopher D Manning; Curtis Langlotz,,,openreview_v1,T4gXBOXoIUr,https://openreview.net/forum?id=T4gXBOXoIUr,title_strong_bio,medical image
ICLR,2021,MoCo-Pretraining Improves Representations and Transferability of Chest X-ray Models,Hari Sowrirajan; Jing Bo Yang; Andrew Y. Ng; Pranav Rajpurkar,medical_imaging,,openreview_v1,kmN6SQIjk-r,https://openreview.net/forum?id=kmN6SQIjk-r,text_specialized,chest x-ray
ICLR,2021,Adversarial Privacy Preservation in MRI Scans of the Brain,Lennart Alexander Van der Goten; Tobias Hepp; Zeynep Akata; Kevin Smith,"medical_imaging,clinical,neuro",,openreview_v1,2NHl-ETnHxk,https://openreview.net/forum?id=2NHl-ETnHxk,text_strong_hit,"mri,patient,brain"
ICLR,2021,Using MMD GANs to correct physics models and improve Bayesian parameter estimation,Jonathan Doucette; Christian Kames; Alexander Rauscher,medical_imaging,,openreview_v1,rAq9n49mUGl,https://openreview.net/forum?id=rAq9n49mUGl,text_specialized,mri
ICLR,2021,Data augmentation for deep learning based accelerated MRI reconstruction,Zalan Fabian; Reinhard Heckel; Mahdi Soltanolkotabi,medical_imaging,,openreview_v1,lH2ukHnGDdq,https://openreview.net/forum?id=lH2ukHnGDdq,text_high_spec_focused,mri
ICLR,2021,DROPS: Deep Retrieval of Physiological Signals via Attribute-specific Clinical Prototypes,Dani Kiyasseh; Tingting Zhu; David A. Clifton,clinical,,openreview_v1,HPGtPvFNROh,https://openreview.net/forum?id=HPGtPvFNROh,text_high_spec_focused,"clinical,healthcare,patient"
ICLR,2021,Representation learning for improved interpretability and classification accuracy of clinical factors from EEG,Garrett Honke; Irina Higgins; Nina Thigpen; Vladimir Miskovic; Katie Link; Sunny Duan; Pramod Gupta; Julia Klawohn; Greg Hajcak,"clinical,neuro",,openreview_v1,TVjLza1t4hI,https://openreview.net/forum?id=TVjLza1t4hI,text_strong_hit,"clinical,diagnostic,diagnosis,eeg"
ICLR,2021,A Multi-Modal and Multitask Benchmark in the Clinical Domain,Yong Huang; Edgar Mariano Marroquin; Volodymyr Kuleshov,clinical,,openreview_v1,1MJPtHogkwX,https://openreview.net/forum?id=1MJPtHogkwX,text_high_spec_focused,"clinical,healthcare,patient"
ICLR,2021,Visible and Invisible: Causal Variable Learning and its Application in a Cancer Study,Jiqing Wu; Inti Zlobec; Viktor Kölzer,"oncology,clinical",,openreview_v1,cCwbeIZfOqX,https://openreview.net/forum?id=cCwbeIZfOqX,text_strong_hit,"clinical,patients,cancer"
ICLR,2021,CLOPS: Continual Learning of Physiological Signals,Dani Kiyasseh; Tingting Zhu; David A. Clifton,clinical,,openreview_v1,EKb4Z0aSNf,https://openreview.net/forum?id=EKb4Z0aSNf,text_specialized,"clinical,healthcare"
ICLR,2021,Clairvoyance: A Pipeline Toolkit for Medical Time Series,Daniel Jarrett; Jinsung Yoon; Ioana Bica; Zhaozhi Qian; Ari Ercole; Mihaela van der Schaar,clinical,,openreview_v1,xnC8YwKUE3k,https://openreview.net/forum?id=xnC8YwKUE3k,title_strong_bio,"clinical,healthcare,patient"
ICLR,2021,Distantly supervised end-to-end medical entity extraction from electronic health records with human-level quality,Alexander Nesterov; Dmitry Umerenkov,clinical,,openreview_v1,O1pkU_4yWEt,https://openreview.net/forum?id=O1pkU_4yWEt,title_strong_bio,"electronic health,ehr"
ICLR,2021,Beyond COVID-19 Diagnosis: Prognosis with Hierarchical Graph Representation Learning,CHEN LIU; Jinze Cui; Dailin Gan; Guosheng Yin,"genomics,medical_imaging,clinical",,openreview_v1,_L6b4Qzn5bp,https://openreview.net/forum?id=_L6b4Qzn5bp,text_specialized,"ct scan,diagnosis,prognosis,disease"
ICLR,2021,Towards a Reliable and Robust Dialogue System for Medical Automatic Diagnosis,Junfan Lin; Lin Xu; Ziliang Chen; Liang Lin,clinical,,openreview_v1,TCAmP8zKZ6k,https://openreview.net/forum?id=TCAmP8zKZ6k,title_strong_bio,"diagnosis,diseases,diagnostic"
ICLR,2021,Syntactic representations in the human brain: beyond effort-based metrics,Aniketh Janardhan Reddy; Leila Wehbe,neuro,,openreview_v1,A7-rYAC-np1,https://openreview.net/forum?id=A7-rYAC-np1,text_high_spec_focused,"brain,fmri"
ICLR,2021,Learning with Plasticity Rules: Generalization and Robustness,Rares C Cristian; Max Dabagia; Christos Papadimitriou; Santosh Vempala,"single_cell,neuro",,openreview_v1,XEyElxd9zji,https://openreview.net/forum?id=XEyElxd9zji,text_specialized,"brains,brain"
ICLR,2021,Architecture Agnostic Neural Networks,Sabera J Talukder; Guruprasad Raghavan; Yisong Yue,neuro,,openreview_v1,4Un_FnHiN8C,https://openreview.net/forum?id=4Un_FnHiN8C,text_specialized,"brain,neuronal"
ICLR,2021,Does injecting linguistic structure into language models lead to better alignment with brain recordings?,Mostafa Abdou; Ana Valeria González; Mariya K Toneva; Daniel Hershcovich; Anders Søgaard,neuro,,openreview_v1,9y4qOAIfA9r,https://openreview.net/forum?id=9y4qOAIfA9r,text_high_spec_focused,"brain,fmri"
ICLR,2021,Brain-like approaches to unsupervised learning of hidden representations - a comparative study ,Naresh Balaji; Anders Lansner; Pawel Herman,"md_structbio,neuro",,openreview_v1,ARQAdp7F8OQ,https://openreview.net/forum?id=ARQAdp7F8OQ,text_high_spec_focused,brain
ICLR,2021,Joint Learning of Full-structure Noise in Hierarchical Bayesian Regression Models,Ali Hashemi; Chang Cai; Klaus Robert Muller; Srikantan Nagarajan; Stefan Haufe,neuro,,openreview_v1,yRP4_BOxdu,https://openreview.net/forum?id=yRP4_BOxdu,text_specialized,"brain,eeg"
ICLR,2021,Hyperrealistic neural decoding: Reconstruction of face stimuli from fMRI measurements via the GAN latent space,Thirza Dado; Yağmur Güçlütürk; Luca Ambrogioni; Gabrielle Ras; Sander E. Bosch; Marcel van Gerven; Umut Güçlü,neuro,,openreview_v1,qU-eouoIyAy,https://openreview.net/forum?id=qU-eouoIyAy,text_high_spec_focused,"fmri,brain"
ICLR,2021,Time Series Counterfactual Inference with Hidden Confounders,Guangyu Li; Jiahao Chen; Samuel A Assefa; Yan Liu,"oncology,clinical",,openreview_v1,JVs1OrQgR3A,https://openreview.net/forum?id=JVs1OrQgR3A,text_specialized,"healthcare,patient,tumor"
ICLR,2022,Independent SE(3)-Equivariant Models for End-to-End Rigid Protein Docking,Octavian-Eugen Ganea; Xinyuan Huang; Charlotte Bunne; Yatao Bian; Regina Barzilay; Tommi S. Jaakkola; Andreas Krause,"protein,molecule,md_structbio",,openreview_v1,GQjaI9mLet,https://openreview.net/forum?id=GQjaI9mLet,text_strong_hit,"protein,proteins,docking,drug"
ICLR,2022,Geometric Transformers for Protein Interface Contact Prediction,Alex Morehead; Chen Chen; Jianlin Cheng,"protein,molecule",,openreview_v1,CS4463zx6Hi,https://openreview.net/forum?id=CS4463zx6Hi,text_strong_hit,"protein,proteins,residue,drug,docking"
ICLR,2022,OntoProtein: Protein Pretraining With Gene Ontology Embedding,Ningyu Zhang; Zhen Bi; Xiaozhuan Liang; Siyuan Cheng; Haosen Hong; Shumin Deng; Qiang Zhang; Jiazhang Lian; Huajun Chen,"protein,genomics",,openreview_v1,yfe1VMYAXa4,https://openreview.net/forum?id=yfe1VMYAXa4,text_strong_hit,"protein,proteins,gene"
ICLR,2022,An Effective GCN-based Hierarchical Multi-label classification for Protein Function Prediction,Kyudam Choi; Yurim Lee; Cheongwon Kim,"protein,genomics",,openreview_v1,fYor2QIp_3,https://openreview.net/forum?id=fYor2QIp_3,text_high_spec_focused,protein
ICLR,2022,Contrastive Representation Learning for 3D Protein Structures,Pedro Hermosilla; Timo Ropinski,protein,,openreview_v1,VINWzIM6_6,https://openreview.net/forum?id=VINWzIM6_6,text_high_spec_focused,"protein,proteins"
ICLR,2022,Fast fixed-backbone protein sequence and rotamer design ,Namrata Anand; Tudor Achim,"protein,molecule",,openreview_v1,jLClifZ6YER,https://openreview.net/forum?id=jLClifZ6YER,text_strong_hit,"protein,enzyme,binder,ligand"
ICLR,2022,De novo design of protein target specific scaffold-based Inhibitors via Reinforcement Learning,Mridula Bontha; Andrew McNaughton; Carter Knutson; Jenna Pope; Neeraj Kumar,"protein,molecule",,openreview_v1,k-ES3OH7eqp,https://openreview.net/forum?id=k-ES3OH7eqp,text_strong_hit,"protein,molecules,drug,molecule"
ICLR,2022,Iterative Refinement Graph Neural Network for Antibody Sequence-Structure Co-design,Wengong Jin; Jeremy Wohlwend; Regina Barzilay; Tommi S. Jaakkola,"immuno,protein,molecule",,openreview_v1,LI2bhrE_2A,https://openreview.net/forum?id=LI2bhrE_2A,text_multi_group,"antibody,antibodies,proteins,drug,immune,virus"
ICLR,2022,Ancestral protein sequence reconstruction using a tree-structured Ornstein-Uhlenbeck variational autoencoder,Lys Sanz Moreta; Ola Rønning; Ahmad Salim Al-Sibahi; Jotun Hein; Douglas Theobald; Thomas Hamelryck,"protein,genomics",,openreview_v1,FZoZ7a31GCW,https://openreview.net/forum?id=FZoZ7a31GCW,text_strong_hit,"protein,genomic"
ICLR,2022,3D-Transformer: Molecular Representation with Transformer in 3D Space ,Fang Wu; Qiang Zhang; Dragomir Radev; Jiyu Cui; Wen Zhang; Huabin Xing; Ningyu Zhang; Huajun Chen,"protein,molecule,md_structbio",,openreview_v1,6Dz7RiRiMFd,https://openreview.net/forum?id=6Dz7RiRiMFd,text_specialized,"proteomics,protein,proteins,molecules,ligand"
ICLR,2022,Learning 3D Representations of Molecular Chirality with Invariance to Bond Rotations,Keir Adams; Lagnajit Pattanaik; Connor W. Coley,"protein,molecule,md_structbio",,openreview_v1,hm2tNDdgaFK,https://openreview.net/forum?id=hm2tNDdgaFK,text_specialized,"protein,molecule,drug,molecules"
ICLR,2022,Spatial Graph Attention and Curiosity-driven Policy for Antiviral Drug Discovery,Yulun Wu; Nicholas Choma; Andrew Deru Chen; Mikaela Cashman; Erica Teixeira Prates; Veronica G Melesse Vergara; Manesh B Shah; Austin Clyde; Thomas Brettin; Wibe Albert de Jong; Neeraj Kumar; Martha S Head; Rick L. Stevens; Peter Nugent; Daniel A Jacobson; James B Brown,"protein,molecule",,openreview_v1,kavTY__jxp,https://openreview.net/forum?id=kavTY__jxp,text_specialized,"proteins,drug,molecules,molecule"
ICLR,2022,Generating Antimicrobial Peptides from Latent Secondary Structure Space,Danqing Wang; Zeyu Wen; Lei Li; Hao Zhou,"protein,molecule",,openreview_v1,ajOSNLwqssu,https://openreview.net/forum?id=ajOSNLwqssu,text_specialized,"peptides,drug"
ICLR,2022,Maximum n-times Coverage for Vaccine Design,Ge Liu; Alexander Dimitrakakis; Brandon Carter; David Gifford,"immuno,protein,molecule",,openreview_v1,ULfq0qR25dY,https://openreview.net/forum?id=ULfq0qR25dY,text_multi_group,"peptide,peptides,molecules,vaccine"
